primary_intention,file_name,count,total,rate,corpus_mean,corpus_std,zscore,rank
persuading,bible_BKR_Sd.txt,0,40,0.0,0.0304,0.028,-1.084,64
persuading,bible_BKR_Sf.txt,2,40,0.05,0.0304,0.028,0.701,21
persuading,bible_BKR_Sk.txt,3,40,0.075,0.0304,0.028,1.593,8
persuading,bible_BKR_Tit.txt,0,40,0.0,0.0304,0.028,-1.084,65
persuading,bible_BKR_Z.txt,2,40,0.05,0.0304,0.028,0.701,22
persuading,bible_BKR_Za.txt,1,40,0.025,0.0304,0.028,-0.191,45
persuading,bible_BKR_Zd.txt,0,40,0.0,0.0304,0.028,-1.084,66
persuading,bible_BKR_Zj.txt,1,40,0.025,0.0304,0.028,-0.191,46
praising,bible_BKR_1J.txt,2,40,0.05,0.0872,0.0473,-0.786,48
praising,bible_BKR_1K.txt,0,40,0.0,0.0872,0.0473,-1.844,64
praising,bible_BKR_1Kr.txt,3,40,0.075,0.0872,0.0473,-0.257,33
praising,bible_BKR_1P.txt,2,40,0.05,0.0872,0.0473,-0.786,49
praising,bible_BKR_1Pa.txt,8,40,0.2,0.0872,0.0473,2.388,2
praising,bible_BKR_1S.txt,2,40,0.05,0.0872,0.0473,-0.786,50
praising,bible_BKR_1Te.txt,1,40,0.025,0.0872,0.0473,-1.315,59
praising,bible_BKR_1Tm.txt,0,40,0.0,0.0872,0.0473,-1.844,65
praising,bible_BKR_2J.txt,1,13,0.0769,0.0872,0.0473,-0.217,32
praising,bible_BKR_2K.txt,4,40,0.1,0.0872,0.0473,0.272,17
praising,bible_BKR_2Kr.txt,4,40,0.1,0.0872,0.0473,0.272,18
praising,bible_BKR_2P.txt,2,40,0.05,0.0872,0.0473,-0.786,51
praising,bible_BKR_2Pa.txt,2,40,0.05,0.0872,0.0473,-0.786,52
praising,bible_BKR_2S.txt,7,40,0.175,0.0872,0.0473,1.859,3
praising,bible_BKR_2Te.txt,4,40,0.1,0.0872,0.0473,0.272,19
praising,bible_BKR_2Tm.txt,2,40,0.05,0.0872,0.0473,-0.786,53
praising,bible_BKR_3J.txt,1,15,0.0667,0.0872,0.0473,-0.433,47
praising,bible_BKR_Abd.txt,2,21,0.0952,0.0872,0.0473,0.17,28
praising,bible_BKR_Abk.txt,6,40,0.15,0.0872,0.0473,1.33,6
praising,bible_BKR_Ag.txt,3,38,0.0789,0.0872,0.0473,-0.175,31
praising,bible_BKR_Am.txt,5,40,0.125,0.0872,0.0473,0.801,11
praising,bible_BKR_Da.txt,6,40,0.15,0.0872,0.0473,1.33,7
praising,bible_BKR_Dt.txt,3,40,0.075,0.0872,0.0473,-0.257,34
praising,bible_BKR_Ef.txt,4,40,0.1,0.0872,0.0473,0.272,20
praising,bible_BKR_Est.txt,5,40,0.125,0.0872,0.0473,0.801,12
praising,bible_BKR_Ex.txt,7,40,0.175,0.0872,0.0473,1.859,4
praising,bible_BKR_Ez.txt,3,40,0.075,0.0872,0.0473,-0.257,35
praising,bible_BKR_Ezd.txt,3,40,0.075,0.0872,0.0473,-0.257,36
praising,bible_BKR_Fm.txt,2,25,0.08,0.0872,0.0473,-0.152,29
praising,bible_BKR_Fp.txt,2,40,0.05,0.0872,0.0473,-0.786,54
praising,bible_BKR_Ga.txt,7,40,0.175,0.0872,0.0473,1.859,5
praising,bible_BKR_Gn.txt,4,40,0.1,0.0872,0.0473,0.272,21
praising,bible_BKR_Iz.txt,2,40,0.05,0.0872,0.0473,-0.786,55
praising,bible_BKR_J.txt,3,40,0.075,0.0872,0.0473,-0.257,37
praising,bible_BKR_Jb.txt,0,40,0.0,0.0872,0.0473,-1.844,66
praising,bible_BKR_Jk.txt,2,40,0.05,0.0872,0.0473,-0.786,56
praising,bible_BKR_Jl.txt,1,40,0.025,0.0872,0.0473,-1.315,60
praising,bible_BKR_Jon.txt,4,40,0.1,0.0872,0.0473,0.272,22
praising,bible_BKR_Joz.txt,4,40,0.1,0.0872,0.0473,0.272,23
praising,bible_BKR_Jr.txt,2,40,0.05,0.0872,0.0473,-0.786,57
praising,bible_BKR_Ju.txt,2,25,0.08,0.0872,0.0473,-0.152,30
praising,bible_BKR_Kaz.txt,3,40,0.075,0.0872,0.0473,-0.257,38
praising,bible_BKR_Ko.txt,4,40,0.1,0.0872,0.0473,0.272,24
praising,bible_BKR_L.txt,4,40,0.1,0.0872,0.0473,0.272,25
praising,bible_BKR_Lv.txt,3,40,0.075,0.0872,0.0473,-0.257,39
praising,bible_BKR_Mal.txt,3,40,0.075,0.0872,0.0473,-0.257,40
praising,bible_BKR_Mi.txt,4,40,0.1,0.0872,0.0473,0.272,26
praising,bible_BKR_Mk.txt,5,40,0.125,0.0872,0.0473,0.801,13
praising,bible_BKR_Mt.txt,3,40,0.075,0.0872,0.0473,-0.257,41
praising,bible_BKR_Na.txt,5,40,0.125,0.0872,0.0473,0.801,14
praising,bible_BKR_Neh.txt,1,40,0.025,0.0872,0.0473,-1.315,61
praising,bible_BKR_Nu.txt,6,40,0.15,0.0872,0.0473,1.33,8
praising,bible_BKR_Oz.txt,5,40,0.125,0.0872,0.0473,0.801,15
praising,bible_BKR_Pis.txt,9,40,0.225,0.0872,0.0473,2.917,1
praising,bible_BKR_Pl.txt,3,40,0.075,0.0872,0.0473,-0.257,42
praising,bible_BKR_Pr.txt,3,40,0.075,0.0872,0.0473,-0.257,43
praising,bible_BKR_R.txt,5,40,0.125,0.0872,0.0473,0.801,16
praising,bible_BKR_Rt.txt,6,40,0.15,0.0872,0.0473,1.33,9
praising,bible_BKR_Sd.txt,6,40,0.15,0.0872,0.0473,1.33,10
praising,bible_BKR_Sf.txt,3,40,0.075,0.0872,0.0473,-0.257,44
praising,bible_BKR_Sk.txt,3,40,0.075,0.0872,0.0473,-0.257,45
praising,bible_BKR_Tit.txt,1,40,0.025,0.0872,0.0473,-1.315,62
praising,bible_BKR_Z.txt,1,40,0.025,0.0872,0.0473,-1.315,63
praising,bible_BKR_Za.txt,4,40,0.1,0.0872,0.0473,0.272,27
praising,bible_BKR_Zd.txt,3,40,0.075,0.0872,0.0473,-0.257,46
praising,bible_BKR_Zj.txt,2,40,0.05,0.0872,0.0473,-0.786,58
promising,bible_BKR_1J.txt,5,40,0.125,0.073,0.0461,1.128,5
promising,bible_BKR_1K.txt,5,40,0.125,0.073,0.0461,1.128,6
promising,bible_BKR_1Kr.txt,5,40,0.125,0.073,0.0461,1.128,7
promising,bible_BKR_1P.txt,5,40,0.125,0.073,0.0461,1.128,8
promising,bible_BKR_1Pa.txt,3,40,0.075,0.073,0.0461,0.044,25
promising,bible_BKR_1S.txt,4,40,0.1,0.073,0.0461,0.586,14
promising,bible_BKR_1Te.txt,3,40,0.075,0.073,0.0461,0.044,26
promising,bible_BKR_1Tm.txt,1,40,0.025,0.073,0.0461,-1.04,52
promising,bible_BKR_2J.txt,0,13,0.0,0.073,0.0461,-1.582,60
promising,bible_BKR_2K.txt,3,40,0.075,0.073,0.0461,0.044,27
promising,bible_BKR_2Kr.txt,3,40,0.075,0.073,0.0461,0.044,28
promising,bible_BKR_2P.txt,3,40,0.075,0.073,0.0461,0.044,29
promising,bible_BKR_2Pa.txt,4,40,0.1,0.073,0.0461,0.586,15
promising,bible_BKR_2S.txt,3,40,0.075,0.073,0.0461,0.044,30
promising,bible_BKR_2Te.txt,3,40,0.075,0.073,0.0461,0.044,31
promising,bible_BKR_2Tm.txt,1,40,0.025,0.073,0.0461,-1.04,53
promising,bible_BKR_3J.txt,0,15,0.0,0.073,0.0461,-1.582,61
promising,bible_BKR_Abd.txt,3,21,0.1429,0.073,0.0461,1.516,4
promising,bible_BKR_Abk.txt,0,40,0.0,0.073,0.0461,-1.582,62
promising,bible_BKR_Ag.txt,2,38,0.0526,0.073,0.0461,-0.441,40
promising,bible_BKR_Am.txt,5,40,0.125,0.073,0.0461,1.128,9
promising,bible_BKR_Da.txt,1,40,0.025,0.073,0.0461,-1.04,54
promising,bible_BKR_Dt.txt,1,40,0.025,0.073,0.0461,-1.04,55
promising,bible_BKR_Ef.txt,3,40,0.075,0.073,0.0461,0.044,32
promising,bible_BKR_Est.txt,4,40,0.1,0.073,0.0461,0.586,16
promising,bible_BKR_Ex.txt,2,40,0.05,0.073,0.0461,-0.498,41
promising,bible_BKR_Ez.txt,1,40,0.025,0.073,0.0461,-1.04,56
promising,bible_BKR_Ezd.txt,2,40,0.05,0.073,0.0461,-0.498,42
promising,bible_BKR_Fm.txt,2,25,0.08,0.073,0.0461,0.153,24
promising,bible_BKR_Fp.txt,0,40,0.0,0.073,0.0461,-1.582,63
promising,bible_BKR_Ga.txt,2,40,0.05,0.073,0.0461,-0.498,43
promising,bible_BKR_Gn.txt,0,40,0.0,0.073,0.0461,-1.582,64
promising,bible_BKR_Iz.txt,1,40,0.025,0.073,0.0461,-1.04,57
promising,bible_BKR_J.txt,2,40,0.05,0.073,0.0461,-0.498,44
promising,bible_BKR_Jb.txt,2,40,0.05,0.073,0.0461,-0.498,45
promising,bible_BKR_Jk.txt,4,40,0.1,0.073,0.0461,0.586,17
promising,bible_BKR_Jl.txt,4,40,0.1,0.073,0.0461,0.586,18
promising,bible_BKR_Jon.txt,4,40,0.1,0.073,0.0461,0.586,19
promising,bible_BKR_Joz.txt,3,40,0.075,0.073,0.0461,0.044,33
promising,bible_BKR_Jr.txt,4,40,0.1,0.073,0.0461,0.586,20
promising,bible_BKR_Ju.txt,6,25,0.24,0.073,0.0461,3.621,1
promising,bible_BKR_Kaz.txt,0,40,0.0,0.073,0.0461,-1.582,65
promising,bible_BKR_Ko.txt,5,40,0.125,0.073,0.0461,1.128,10
promising,bible_BKR_L.txt,0,40,0.0,0.073,0.0461,-1.582,66
promising,bible_BKR_Lv.txt,5,40,0.125,0.073,0.0461,1.128,11
promising,bible_BKR_Mal.txt,4,40,0.1,0.073,0.0461,0.586,21
promising,bible_BKR_Mi.txt,3,40,0.075,0.073,0.0461,0.044,34
promising,bible_BKR_Mk.txt,1,40,0.025,0.073,0.0461,-1.04,58
promising,bible_BKR_Mt.txt,5,40,0.125,0.073,0.0461,1.128,12
promising,bible_BKR_Na.txt,3,40,0.075,0.073,0.0461,0.044,35
promising,bible_BKR_Neh.txt,1,40,0.025,0.073,0.0461,-1.04,59
promising,bible_BKR_Nu.txt,2,40,0.05,0.073,0.0461,-0.498,46
promising,bible_BKR_Oz.txt,2,40,0.05,0.073,0.0461,-0.498,47
promising,bible_BKR_Pis.txt,3,40,0.075,0.073,0.0461,0.044,36
promising,bible_BKR_Pl.txt,5,40,0.125,0.073,0.0461,1.128,13
promising,bible_BKR_Pr.txt,4,40,0.1,0.073,0.0461,0.586,22
promising,bible_BKR_R.txt,2,40,0.05,0.073,0.0461,-0.498,48
promising,bible_BKR_Rt.txt,2,40,0.05,0.073,0.0461,-0.498,49
promising,bible_BKR_Sd.txt,3,40,0.075,0.073,0.0461,0.044,37
promising,bible_BKR_Sf.txt,6,40,0.15,0.073,0.0461,1.67,2
promising,bible_BKR_Sk.txt,4,40,0.1,0.073,0.0461,0.586,23
promising,bible_BKR_Tit.txt,3,40,0.075,0.073,0.0461,0.044,38
promising,bible_BKR_Z.txt,2,40,0.05,0.073,0.0461,-0.498,50
promising,bible_BKR_Za.txt,6,40,0.15,0.073,0.0461,1.67,3
promising,bible_BKR_Zd.txt,3,40,0.075,0.073,0.0461,0.044,39
promising,bible_BKR_Zj.txt,2,40,0.05,0.073,0.0461,-0.498,51
questioning,bible_BKR_1J.txt,0,40,0.0,0.0234,0.0284,-0.824,38
questioning,bible_BKR_1K.txt,1,40,0.025,0.0234,0.0284,0.057,16
questioning,bible_BKR_1Kr.txt,2,40,0.05,0.0234,0.0284,0.938,7
questioning,bible_BKR_1P.txt,1,40,0.025,0.0234,0.0284,0.057,17
questioning,bible_BKR_1Pa.txt,1,40,0.025,0.0234,0.0284,0.057,18
questioning,bible_BKR_1S.txt,1,40,0.025,0.0234,0.0284,0.057,19
questioning,bible_BKR_1Te.txt,1,40,0.025,0.0234,0.0284,0.057,20
questioning,bible_BKR_1Tm.txt,1,40,0.025,0.0234,0.0284,0.057,21
questioning,bible_BKR_2J.txt,0,13,0.0,0.0234,0.0284,-0.824,39
questioning,bible_BKR_2K.txt,1,40,0.025,0.0234,0.0284,0.057,22
questioning,bible_BKR_2Kr.txt,0,40,0.0,0.0234,0.0284,-0.824,40
questioning,bible_BKR_2P.txt,0,40,0.0,0.0234,0.0284,-0.824,41
questioning,bible_BKR_2Pa.txt,0,40,0.0,0.0234,0.0284,-0.824,42
questioning,bible_BKR_2S.txt,2,40,0.05,0.0234,0.0284,0.938,8
questioning,bible_BKR_2Te.txt,1,40,0.025,0.0234,0.0284,0.057,23
questioning,bible_BKR_2Tm.txt,0,40,0.0,0.0234,0.0284,-0.824,43
questioning,bible_BKR_3J.txt,0,15,0.0,0.0234,0.0284,-0.824,44
questioning,bible_BKR_Abd.txt,0,21,0.0,0.0234,0.0284,-0.824,45
questioning,bible_BKR_Abk.txt,0,40,0.0,0.0234,0.0284,-0.824,46
questioning,bible_BKR_Ag.txt,3,38,0.0789,0.0234,0.0284,1.956,4
questioning,bible_BKR_Am.txt,0,40,0.0,0.0234,0.0284,-0.824,47
questioning,bible_BKR_Da.txt,5,40,0.125,0.0234,0.0284,3.581,1
questioning,bible_BKR_Dt.txt,0,40,0.0,0.0234,0.0284,-0.824,48
questioning,bible_BKR_Ef.txt,0,40,0.0,0.0234,0.0284,-0.824,49
questioning,bible_BKR_Est.txt,0,40,0.0,0.0234,0.0284,-0.824,50
questioning,bible_BKR_Ex.txt,0,40,0.0,0.0234,0.0284,-0.824,51
questioning,bible_BKR_Ez.txt,1,40,0.025,0.0234,0.0284,0.057,24
questioning,bible_BKR_Ezd.txt,3,40,0.075,0.0234,0.0284,1.819,5
questioning,bible_BKR_Fm.txt,0,25,0.0,0.0234,0.0284,-0.824,52
questioning,bible_BKR_Fp.txt,0,40,0.0,0.0234,0.0284,-0.824,53
questioning,bible_BKR_Ga.txt,2,40,0.05,0.0234,0.0284,0.938,9
questioning,bible_BKR_Gn.txt,1,40,0.025,0.0234,0.0284,0.057,25
questioning,bible_BKR_Iz.txt,0,40,0.0,0.0234,0.0284,-0.824,54
questioning,bible_BKR_J.txt,0,40,0.0,0.0234,0.0284,-0.824,55
questioning,bible_BKR_Jb.txt,2,40,0.05,0.0234,0.0284,0.938,10
questioning,bible_BKR_Jk.txt,4,40,0.1,0.0234,0.0284,2.7,2
questioning,bible_BKR_Jl.txt,0,40,0.0,0.0234,0.0284,-0.824,56
questioning,bible_BKR_Jon.txt,1,40,0.025,0.0234,0.0284,0.057,26
questioning,bible_BKR_Joz.txt,2,40,0.05,0.0234,0.0284,0.938,11
questioning,bible_BKR_Jr.txt,0,40,0.0,0.0234,0.0284,-0.824,57
questioning,bible_BKR_Ju.txt,1,25,0.04,0.0234,0.0284,0.585,15
questioning,bible_BKR_Kaz.txt,1,40,0.025,0.0234,0.0284,0.057,27
questioning,bible_BKR_Ko.txt,0,40,0.0,0.0234,0.0284,-0.824,58
questioning,bible_BKR_L.txt,0,40,0.0,0.0234,0.0284,-0.824,59
questioning,bible_BKR_Lv.txt,0,40,0.0,0.0234,0.0284,-0.824,60
questioning,bible_BKR_Mal.txt,1,40,0.025,0.0234,0.0284,0.057,28
questioning,bible_BKR_Mi.txt,1,40,0.025,0.0234,0.0284,0.057,29
questioning,bible_BKR_Mk.txt,1,40,0.025,0.0234,0.0284,0.057,30
questioning,bible_BKR_Mt.txt,1,40,0.025,0.0234,0.0284,0.057,31
questioning,bible_BKR_Na.txt,1,40,0.025,0.0234,0.0284,0.057,32
questioning,bible_BKR_Neh.txt,3,40,0.075,0.0234,0.0284,1.819,6
questioning,bible_BKR_Nu.txt,0,40,0.0,0.0234,0.0284,-0.824,61
questioning,bible_BKR_Oz.txt,1,40,0.025,0.0234,0.0284,0.057,33
questioning,bible_BKR_Pis.txt,1,40,0.025,0.0234,0.0284,0.057,34
questioning,bible_BKR_Pl.txt,0,40,0.0,0.0234,0.0284,-0.824,62
questioning,bible_BKR_Pr.txt,1,40,0.025,0.0234,0.0284,0.057,35
questioning,bible_BKR_R.txt,0,40,0.0,0.0234,0.0284,-0.824,63
questioning,bible_BKR_Rt.txt,2,40,0.05,0.0234,0.0284,0.938,12
questioning,bible_BKR_Sd.txt,2,40,0.05,0.0234,0.0284,0.938,13
questioning,bible_BKR_Sf.txt,4,40,0.1,0.0234,0.0284,2.7,3
questioning,bible_BKR_Sk.txt,1,40,0.025,0.0234,0.0284,0.057,36
questioning,bible_BKR_Tit.txt,2,40,0.05,0.0234,0.0284,0.938,14
questioning,bible_BKR_Z.txt,0,40,0.0,0.0234,0.0284,-0.824,64
questioning,bible_BKR_Za.txt,0,40,0.0,0.0234,0.0284,-0.824,65
questioning,bible_BKR_Zd.txt,1,40,0.025,0.0234,0.0284,0.057,37
questioning,bible_BKR_Zj.txt,0,40,0.0,0.0234,0.0284,-0.824,66
record,bible_BKR_1J.txt,5,40,0.125,0.1047,0.0496,0.41,18
record,bible_BKR_1K.txt,6,40,0.15,0.1047,0.0496,0.915,9
record,bible_BKR_1Kr.txt,4,40,0.1,0.1047,0.0496,-0.094,29
record,bible_BKR_1P.txt,9,40,0.225,0.1047,0.0496,2.428,1
record,bible_BKR_1Pa.txt,3,40,0.075,0.1047,0.0496,-0.598,45
record,bible_BKR_1S.txt,4,40,0.1,0.1047,0.0496,-0.094,30
record,bible_BKR_1Te.txt,3,40,0.075,0.1047,0.0496,-0.598,46
record,bible_BKR_1Tm.txt,5,40,0.125,0.1047,0.0496,0.41,19
record,bible_BKR_2J.txt,1,13,0.0769,0.1047,0.0496,-0.56,44
record,bible_BKR_2K.txt,4,40,0.1,0.1047,0.0496,-0.094,31
record,bible_BKR_2Kr.txt,3,40,0.075,0.1047,0.0496,-0.598,47
record,bible_BKR_2P.txt,1,40,0.025,0.1047,0.0496,-1.607,59
record,bible_BKR_2Pa.txt,4,40,0.1,0.1047,0.0496,-0.094,32
record,bible_BKR_2S.txt,1,40,0.025,0.1047,0.0496,-1.607,60
record,bible_BKR_2Te.txt,4,40,0.1,0.1047,0.0496,-0.094,33
record,bible_BKR_2Tm.txt,5,40,0.125,0.1047,0.0496,0.41,20
record,bible_BKR_3J.txt,2,15,0.1333,0.1047,0.0496,0.578,16
record,bible_BKR_Abd.txt,4,21,0.1905,0.1047,0.0496,1.732,4
record,bible_BKR_Abk.txt,2,40,0.05,0.1047,0.0496,-1.103,54
record,bible_BKR_Ag.txt,5,38,0.1316,0.1047,0.0496,0.544,17
record,bible_BKR_Am.txt,5,40,0.125,0.1047,0.0496,0.41,21
record,bible_BKR_Da.txt,3,40,0.075,0.1047,0.0496,-0.598,48
record,bible_BKR_Dt.txt,4,40,0.1,0.1047,0.0496,-0.094,34
record,bible_BKR_Ef.txt,4,40,0.1,0.1047,0.0496,-0.094,35
record,bible_BKR_Est.txt,3,40,0.075,0.1047,0.0496,-0.598,49
record,bible_BKR_Ex.txt,5,40,0.125,0.1047,0.0496,0.41,22
record,bible_BKR_Ez.txt,4,40,0.1,0.1047,0.0496,-0.094,36
record,bible_BKR_Ezd.txt,6,40,0.15,0.1047,0.0496,0.915,10
record,bible_BKR_Fm.txt,4,25,0.16,0.1047,0.0496,1.116,8
record,bible_BKR_Fp.txt,7,40,0.175,0.1047,0.0496,1.419,5
record,bible_BKR_Ga.txt,5,40,0.125,0.1047,0.0496,0.41,23
record,bible_BKR_Gn.txt,6,40,0.15,0.1047,0.0496,0.915,11
record,bible_BKR_Iz.txt,2,40,0.05,0.1047,0.0496,-1.103,55
record,bible_BKR_J.txt,8,40,0.2,0.1047,0.0496,1.923,3
record,bible_BKR_Jb.txt,2,40,0.05,0.1047,0.0496,-1.103,56
record,bible_BKR_Jk.txt,5,40,0.125,0.1047,0.0496,0.41,24
record,bible_BKR_Jl.txt,9,40,0.225,0.1047,0.0496,2.428,2
record,bible_BKR_Jon.txt,1,40,0.025,0.1047,0.0496,-1.607,61
record,bible_BKR_Joz.txt,6,40,0.15,0.1047,0.0496,0.915,12
record,bible_BKR_Jr.txt,4,40,0.1,0.1047,0.0496,-0.094,37
record,bible_BKR_Ju.txt,1,25,0.04,0.1047,0.0496,-1.304,58
record,bible_BKR_Kaz.txt,6,40,0.15,0.1047,0.0496,0.915,13
record,bible_BKR_Ko.txt,1,40,0.025,0.1047,0.0496,-1.607,62
record,bible_BKR_L.txt,6,40,0.15,0.1047,0.0496,0.915,14
record,bible_BKR_Lv.txt,5,40,0.125,0.1047,0.0496,0.41,25
record,bible_BKR_Mal.txt,1,40,0.025,0.1047,0.0496,-1.607,63
record,bible_BKR_Mi.txt,4,40,0.1,0.1047,0.0496,-0.094,38
record,bible_BKR_Mk.txt,7,40,0.175,0.1047,0.0496,1.419,6
record,bible_BKR_Mt.txt,1,40,0.025,0.1047,0.0496,-1.607,64
record,bible_BKR_Na.txt,2,40,0.05,0.1047,0.0496,-1.103,57
record,bible_BKR_Neh.txt,7,40,0.175,0.1047,0.0496,1.419,7
record,bible_BKR_Nu.txt,3,40,0.075,0.1047,0.0496,-0.598,50
record,bible_BKR_Oz.txt,3,40,0.075,0.1047,0.0496,-0.598,51
record,bible_BKR_Pis.txt,1,40,0.025,0.1047,0.0496,-1.607,65
record,bible_BKR_Pl.txt,3,40,0.075,0.1047,0.0496,-0.598,52
record,bible_BKR_Pr.txt,3,40,0.075,0.1047,0.0496,-0.598,53
record,bible_BKR_R.txt,4,40,0.1,0.1047,0.0496,-0.094,39
record,bible_BKR_Rt.txt,4,40,0.1,0.1047,0.0496,-0.094,40
record,bible_BKR_Sd.txt,4,40,0.1,0.1047,0.0496,-0.094,41
record,bible_BKR_Sf.txt,5,40,0.125,0.1047,0.0496,0.41,26
record,bible_BKR_Sk.txt,6,40,0.15,0.1047,0.0496,0.915,15
record,bible_BKR_Tit.txt,1,40,0.025,0.1047,0.0496,-1.607,66
record,bible_BKR_Z.txt,4,40,0.1,0.1047,0.0496,-0.094,42
record,bible_BKR_Za.txt,4,40,0.1,0.1047,0.0496,-0.094,43
record,bible_BKR_Zd.txt,5,40,0.125,0.1047,0.0496,0.41,27
record,bible_BKR_Zj.txt,5,40,0.125,0.1047,0.0496,0.41,28
warning,bible_BKR_1J.txt,3,40,0.075,0.1108,0.0517,-0.693,42
warning,bible_BKR_1K.txt,1,40,0.025,0.1108,0.0517,-1.661,64
warning,bible_BKR_1Kr.txt,4,40,0.1,0.1108,0.0517,-0.21,31
warning,bible_BKR_1P.txt,3,40,0.075,0.1108,0.0517,-0.693,43
warning,bible_BKR_1Pa.txt,3,40,0.075,0.1108,0.0517,-0.693,44
warning,bible_BKR_1S.txt,3,40,0.075,0.1108,0.0517,-0.693,45
warning,bible_BKR_1Te.txt,6,40,0.15,0.1108,0.0517,0.758,12
warning,bible_BKR_1Tm.txt,4,40,0.1,0.1108,0.0517,-0.21,32
warning,bible_BKR_2J.txt,3,13,0.2308,0.1108,0.0517,2.321,1
warning,bible_BKR_2K.txt,7,40,0.175,0.1108,0.0517,1.241,7
warning,bible_BKR_2Kr.txt,1,40,0.025,0.1108,0.0517,-1.661,65
warning,bible_BKR_2P.txt,3,40,0.075,0.1108,0.0517,-0.693,46
warning,bible_BKR_2Pa.txt,3,40,0.075,0.1108,0.0517,-0.693,47
warning,bible_BKR_2S.txt,5,40,0.125,0.1108,0.0517,0.274,19
warning,bible_BKR_2Te.txt,9,40,0.225,0.1108,0.0517,2.208,2
warning,bible_BKR_2Tm.txt,6,40,0.15,0.1108,0.0517,0.758,13
warning,bible_BKR_3J.txt,3,15,0.2,0.1108,0.0517,1.725,5
warning,bible_BKR_Abd.txt,3,21,0.1429,0.1108,0.0517,0.62,17
warning,bible_BKR_Abk.txt,7,40,0.175,0.1108,0.0517,1.241,8
warning,bible_BKR_Ag.txt,5,38,0.1316,0.1108,0.0517,0.402,18
warning,bible_BKR_Am.txt,5,40,0.125,0.1108,0.0517,0.274,20
warning,bible_BKR_Da.txt,5,40,0.125,0.1108,0.0517,0.274,21
warning,bible_BKR_Dt.txt,5,40,0.125,0.1108,0.0517,0.274,22
warning,bible_BKR_Ef.txt,7,40,0.175,0.1108,0.0517,1.241,9
warning,bible_BKR_Est.txt,3,40,0.075,0.1108,0.0517,-0.693,48
warning,bible_BKR_Ex.txt,5,40,0.125,0.1108,0.0517,0.274,23
warning,bible_BKR_Ez.txt,6,40,0.15,0.1108,0.0517,0.758,14
warning,bible_BKR_Ezd.txt,4,40,0.1,0.1108,0.0517,-0.21,33
warning,bible_BKR_Fm.txt,3,25,0.12,0.1108,0.0517,0.177,30
warning,bible_BKR_Fp.txt,5,40,0.125,0.1108,0.0517,0.274,24
warning,bible_BKR_Ga.txt,3,40,0.075,0.1108,0.0517,-0.693,49
warning,bible_BKR_Gn.txt,4,40,0.1,0.1108,0.0517,-0.21,34
warning,bible_BKR_Iz.txt,2,40,0.05,0.1108,0.0517,-1.177,56
warning,bible_BKR_J.txt,4,40,0.1,0.1108,0.0517,-0.21,35
warning,bible_BKR_Jb.txt,2,40,0.05,0.1108,0.0517,-1.177,57
warning,bible_BKR_Jk.txt,5,40,0.125,0.1108,0.0517,0.274,25
warning,bible_BKR_Jl.txt,2,40,0.05,0.1108,0.0517,-1.177,58
warning,bible_BKR_Jon.txt,2,40,0.05,0.1108,0.0517,-1.177,59
warning,bible_BKR_Joz.txt,5,40,0.125,0.1108,0.0517,0.274,26
warning,bible_BKR_Jr.txt,3,40,0.075,0.1108,0.0517,-0.693,50
warning,bible_BKR_Ju.txt,1,25,0.04,0.1108,0.0517,-1.37,63
warning,bible_BKR_Kaz.txt,6,40,0.15,0.1108,0.0517,0.758,15
warning,bible_BKR_Ko.txt,4,40,0.1,0.1108,0.0517,-0.21,36
warning,bible_BKR_L.txt,8,40,0.2,0.1108,0.0517,1.725,6
warning,bible_BKR_Lv.txt,9,40,0.225,0.1108,0.0517,2.208,3
warning,bible_BKR_Mal.txt,3,40,0.075,0.1108,0.0517,-0.693,51
warning,bible_BKR_Mi.txt,1,40,0.025,0.1108,0.0517,-1.661,66
warning,bible_BKR_Mk.txt,3,40,0.075,0.1108,0.0517,-0.693,52
warning,bible_BKR_Mt.txt,3,40,0.075,0.1108,0.0517,-0.693,53
warning,bible_BKR_Na.txt,4,40,0.1,0.1108,0.0517,-0.21,37
warning,bible_BKR_Neh.txt,3,40,0.075,0.1108,0.0517,-0.693,54
warning,bible_BKR_Nu.txt,7,40,0.175,0.1108,0.0517,1.241,10
warning,bible_BKR_Oz.txt,2,40,0.05,0.1108,0.0517,-1.177,60
warning,bible_BKR_Pis.txt,2,40,0.05,0.1108,0.0517,-1.177,61
warning,bible_BKR_Pl.txt,4,40,0.1,0.1108,0.0517,-0.21,38
warning,bible_BKR_Pr.txt,4,40,0.1,0.1108,0.0517,-0.21,39
warning,bible_BKR_R.txt,3,40,0.075,0.1108,0.0517,-0.693,55
warning,bible_BKR_Rt.txt,4,40,0.1,0.1108,0.0517,-0.21,40
warning,bible_BKR_Sd.txt,5,40,0.125,0.1108,0.0517,0.274,27
warning,bible_BKR_Sf.txt,6,40,0.15,0.1108,0.0517,0.758,16
warning,bible_BKR_Sk.txt,2,40,0.05,0.1108,0.0517,-1.177,62
warning,bible_BKR_Tit.txt,7,40,0.175,0.1108,0.0517,1.241,11
warning,bible_BKR_Z.txt,5,40,0.125,0.1108,0.0517,0.274,28
warning,bible_BKR_Za.txt,9,40,0.225,0.1108,0.0517,2.208,4
warning,bible_BKR_Zd.txt,4,40,0.1,0.1108,0.0517,-0.21,41
warning,bible_BKR_Zj.txt,5,40,0.125,0.1108,0.0517,0.274,29
